text,annotation task,number of annotations,annotations,annotators,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain
Everybody hates you covering for pedos Twitter.  Fk'n Pieces of 💩💩💩 <url>,offensiveness detection,5,"1,1,1,1,1","Ann45,Ann448,Ann207,Ann408,Ann251",en,1,test,0.0,1.0,Elections2020
"#ProudBoys are American patriots that support the Constitution and believe in family values. The #FakeNewsMedia always calls the right racist, but they are the true racists. #standbackstandby <user> slayed <user> last night! #KAG",offensiveness detection,5,"0,1,0,0,0","Ann728,Ann283,Ann789,Ann492,Ann416",en,0,test,0.8,0.2,Elections2020
UK cell towers torched amid bogus conspiracy theories that link 5G with coronavirus <url>,offensiveness detection,5,"1,0,0,0,0","Ann392,Ann150,Ann515,Ann31,Ann107",en,0,test,0.8,0.2,Covid-19
"<user> <user> <user> <user> Anonymous died in 2011 when everyone got snapped up for dossing the banks, whoever was left lurked 4chan. So nazi right wing hackers are part of team BLM? Use your common sense fuckwit. Anyone can make a anonymous video.",offensiveness detection,5,"1,0,1,1,1","Ann211,Ann660,Ann408,Ann707,Ann765",en,1,test,0.2,0.8,BLM
He was a master criminal and that’s why he was arrested in the first place. He was suspected of stealing by writing hot checks I’ve heard. Information about his criminal activities is sketchy and are being hidden from the public. I don’t know why!,offensiveness detection,5,"0,0,0,1,0","Ann734,Ann448,Ann329,Ann535,Ann229",en,0,test,0.8,0.2,BLM
That’s the TEA on performative activism 👀☕️   also I’m pretty sure that black out Tuesday got more posts than signatures on individual petitions (which honestly take just as much time if not less than posting the black square),offensiveness detection,5,"0,0,0,0,0","Ann603,Ann660,Ann299,Ann408,Ann707",en,0,test,1.0,0.0,BLM
"""For to be free is not merely to cast off one’s chains, but to live in a way that respects and enhances the freedom of others.""     —Nelson Mandela",offensiveness detection,5,"0,0,0,0,0","Ann143,Ann229,Ann339,Ann236,Ann408",en,0,test,1.0,0.0,BLM
"Need I say more? Trolling the Democrats is by far one of my favorite pastimes, looks like <user> does to! Except <user> does it with class and He trolls like an expert! Go get em President Trump! Screw those Anti-American Dems! They are worthless and total losers! #MAGA",offensiveness detection,5,"0,1,1,0,1","Ann21,Ann408,Ann229,Ann236,Ann393",en,1,test,0.4,0.6,Elections2020
Says the woman who was out in salons after the lockdown started. You all suck but Pelosi is hot garbage,offensiveness detection,5,"1,0,1,1,1","Ann12,Ann187,Ann327,Ann408,Ann107",en,1,test,0.2,0.8,Covid-19
<user> <user> <user> You are delusional,offensiveness detection,5,"1,1,0,0,0","Ann283,Ann71,Ann789,Ann416,Ann542",en,0,test,0.6,0.4,Elections2020
FUCK ALL YALL. #MASKSON,offensiveness detection,5,"1,1,1,1,1","Ann150,Ann448,Ann729,Ann408,Ann206",en,1,test,0.0,1.0,Covid-19
"<user> What about the 190,000 that you and your husband have already killed and the thousand more that attended your Covid racist rallies?  Now your giving us tips? NO THANK YOU! You and your cheating husband will come nowhere around our families!!",offensiveness detection,5,"0,1,1,0,1","Ann189,Ann771,Ann289,Ann187,Ann66",en,1,test,0.4,0.6,Covid-19
<user> <user> <user> <user> The only thing Joe Biden can draw are Trump supporters!!! <url>,offensiveness detection,5,"0,0,0,0,0","Ann445,Ann299,Ann798,Ann115,Ann407",en,0,test,1.0,0.0,Elections2020
<user> #GFuelEnergy: Just $20 helps AFFIRM Los Angeles incarcerated juvenile probation youth through journal writing &amp; organized sports.  Feel inspired? Visit &amp; DONATE for our fall Affirmative Flag Football program at: <url>  #BlackLivesMatter #JuvenileProbation #PS5,offensiveness detection,5,"0,0,0,0,0","Ann818,Ann535,Ann813,Ann480,Ann283",en,0,test,1.0,0.0,BLM
Have you heard this? <user> - FTP (NWA Mashup)  #blacklivesmatter  #CommishRadio <url>,offensiveness detection,5,"0,0,0,0,0","Ann603,Ann660,Ann299,Ann408,Ann707",en,0,test,1.0,0.0,BLM
The way-,offensiveness detection,5,"0,0,0,0,0","Ann749,Ann535,Ann229,Ann236,Ann408",en,0,test,1.0,0.0,BLM
""" <user> WHY DON'T YOU DOUBLE YOUR HUSTLE AND MAKE UP TO 10,000$ WHILE STAYING AT HOME TO AVOID COVID 19  """"ASK ME HOW""""""",offensiveness detection,5,"0,0,0,0,0","Ann729,Ann515,Ann206,Ann798,Ann83",en,0,test,1.0,0.0,Covid-19
<user> how stupid do you feel back <user> Your legacy is in shambles. The corruption and traitorous deals with Chins make you look FOOLISH and prove to anyone awake your administration was NOT scandal free.,offensiveness detection,5,"1,1,1,0,1","Ann206,Ann71,Ann571,Ann631,Ann359",en,1,test,0.2,0.8,Elections2020
<user> And your a has been.,offensiveness detection,5,"0,0,0,0,0","Ann502,Ann789,Ann645,Ann283,Ann416",en,0,test,1.0,0.0,Elections2020
Me: damn this coronavirus is so scary                                                   Lu: good thing you only drink modelo foo,offensiveness detection,5,"0,0,0,0,0","Ann31,Ann670,Ann283,Ann257,Ann448",en,0,test,1.0,0.0,Covid-19
"For some, White People Don’t Matter  Understand that <url>",offensiveness detection,5,"0,1,1,1,0","Ann535,Ann229,Ann408,Ann64,Ann110",en,1,test,0.4,0.6,BLM
"Free UChicago Lectures On Racial Justice, Coronavirus And More Available <url> via  <user>",offensiveness detection,5,"0,1,0,0,0","Ann150,Ann540,Ann729,Ann206,Ann323",en,0,test,0.8,0.2,Covid-19
"If California tried to secede, we'd be blockaded and Predator-droned and starved back into line within 2 weeks. <url>",offensiveness detection,5,"0,0,0,0,0","Ann206,Ann670,Ann327,Ann106,Ann283",en,0,test,1.0,0.0,Covid-19
"""This is The Federalist's Corana Parties on steroids. Just because the governor said you *can* reopen, doesn't mean you *should* or *have to"""" reopen. Have some fucking common sense, people!   <url>",offensiveness detection,5,"1,1,0,0,0","Ann408,Ann189,Ann670,Ann327,Ann594",en,0,test,0.6,0.4,Covid-19
<user> The common flu kills more than Covid. You e seized on this opportunity to mislead WA residents. What you’re doing and instructing residents to do is a complete scam and per your personal political agenda. #VOTEINSLEEOUT #RESIGN,offensiveness detection,5,"0,1,0,0,0","Ann150,Ann540,Ann729,Ann206,Ann323",en,0,test,0.8,0.2,Covid-19
"<user> <user> - trump time to ban coats the science is clear!!! Biden whats your stand on coats? if you dont win this election biden, when the logic of trump gov't covid science is similar to this sort of logic, your country is ruined my friend. Trump is a joke",offensiveness detection,5,"0,0,0,1,0","Ann492,Ann71,Ann571,Ann771,Ann647",en,0,test,0.8,0.2,Elections2020
<user> <user> Did Trump not hear.... the Trump tapes of him admitting Lying to the American people about how Contagious and Deadly Coronavirus can be to Everyone???????,offensiveness detection,5,"0,0,0,0,0","Ann729,Ann408,Ann772,Ann670,Ann189",en,0,test,1.0,0.0,Covid-19
Go. Fuck. Yourself. You. Fucking. Stupid. Asshole. Racist.,offensiveness detection,5,"1,1,1,1,1","Ann229,Ann408,Ann236,Ann446,Ann85",en,1,test,0.0,1.0,BLM
Cause Stone Cold said so! #BlackLivesMatter <url>,offensiveness detection,5,"0,0,0,0,0","Ann339,Ann229,Ann408,Ann236,Ann114",en,0,test,1.0,0.0,BLM
Complete insanity dreamed up by people who live in fantasy world.,offensiveness detection,5,"1,0,0,0,0","Ann448,Ann535,Ann480,Ann432,Ann670",en,0,test,0.8,0.2,BLM
<user> <user> <user> And then continue legislative constipation because the senate is locked by traitors to the people of this country. There is almost half the country who would happily leave their neighbors high and dry without batting an eye.,offensiveness detection,5,"0,0,0,0,1","Ann660,Ann685,Ann174,Ann448,Ann60",en,0,test,0.8,0.2,Elections2020
"The New York Times Attempts to Name Coronavirus After Trump, Fails Miserably…Again <url> <url>",offensiveness detection,5,"0,0,0,0,0","Ann563,Ann798,Ann283,Ann313,Ann448",en,0,test,1.0,0.0,Covid-19
We're all thinking it.  Trump gets coronavirus and spreads it through Republican ass kissing   #coronavirus  #FakePresident,offensiveness detection,5,"1,1,0,0,1","Ann408,Ann206,Ann189,Ann499,Ann620",en,1,test,0.4,0.6,Covid-19
"<user> <user> <user> <user> <user> I'd say the same to you...You got duped by a Manic in the WH. I can't deal with the lies &amp; misinformation. Covid lies and 200,00 ppl have died. He's not a President.Hes a bad Business man. Who can't handle crisis that don't affect him personally. He doesn't care if his base dies.",offensiveness detection,5,"1,0,0,0,0","Ann448,Ann189,Ann546,Ann446,Ann484",en,0,test,0.8,0.2,Covid-19
<user> <user> <user> Thank you for destroying USA,offensiveness detection,5,"0,1,1,0,0","Ann446,Ann638,Ann85,Ann626,Ann789",en,0,test,0.6,0.4,Elections2020
When we opened back up just a little the #’s spiked. That should tell you something.  Stay home. Stop spreading this. You are putting me and people like me at a much increased risk. We are not expendable.   #COVIDIOTS  #TrumpFailedAmerica  #BidenHarris2020ToSaveAmerica,offensiveness detection,5,"0,0,1,0,0","Ann206,Ann82,Ann796,Ann563,Ann252",en,0,test,0.8,0.2,Covid-19
"My beloved state of Texas, Governor Abbott, is against the murderous act of Mr. George Floyd. <url>",offensiveness detection,5,"0,0,0,0,0","Ann283,Ann448,Ann535,Ann383,Ann813",en,0,test,1.0,0.0,BLM
<user> Hell Yeah!  Covid ain’t got nothing on a tough bastard like you.,offensiveness detection,5,"1,1,0,0,0","Ann408,Ann206,Ann257,Ann603,Ann499",en,0,test,0.6,0.4,Covid-19
<user> Is that all you have? The racist label?,offensiveness detection,5,"0,0,1,0,0","Ann45,Ann408,Ann60,Ann448,Ann115",en,0,test,0.8,0.2,Elections2020
<user> <user> Fuck off racist bitch.,offensiveness detection,5,"1,1,1,1,1","Ann571,Ann40,Ann359,Ann771,Ann647",en,1,test,0.0,1.0,Elections2020
<user> as u should she made fun of george floyd’s death :(,offensiveness detection,5,"0,0,0,0,0","Ann448,Ann299,Ann792,Ann614,Ann789",en,0,test,1.0,0.0,BLM
"Crap! Stop the BS. He was paid large sums of money &amp; used this as a springboard to later fame &amp; more money which is what he wanted.  I watched several B&amp;W Minstrel shows with my parents &amp; neither the show nor my parents were racist.   Fact is, it was simply an early form of BGT.",offensiveness detection,5,"0,1,1,1,0","Ann329,Ann229,Ann535,Ann546,Ann602",en,1,test,0.4,0.6,BLM
Look at all those people for Trump,offensiveness detection,5,"0,0,0,0,0","Ann597,Ann394,Ann21,Ann85,Ann789",en,0,test,1.0,0.0,Elections2020
your kid fucking sucks at drawing,offensiveness detection,5,"1,1,1,1,1","Ann414,Ann626,Ann85,Ann789,Ann492",en,1,test,0.0,1.0,Elections2020
What the frickity-frack?,offensiveness detection,5,"1,0,0,0,0","Ann229,Ann236,Ann714,Ann263,Ann408",en,0,test,0.8,0.2,BLM
<url> awful,offensiveness detection,5,"0,0,0,0,0","Ann448,Ann106,Ann772,Ann189,Ann408",en,0,test,1.0,0.0,Covid-19
This is happening in New York city #Cuomo  #Cuomohatesjews <url>,offensiveness detection,5,"1,1,0,0,1","Ann448,Ann206,Ann189,Ann546,Ann771",en,1,test,0.4,0.6,Covid-19
If anyone actually believes the elites are following the same guidelines we are are fooling themselves! Just like in Massachusetts politicians were literally caught having party! #Michigan #Whitmer #COVID19 <url>,offensiveness detection,5,"0,0,0,0,0","Ann257,Ann30,Ann283,Ann446,Ann36",en,0,test,1.0,0.0,Covid-19
"<user> It’s extremely shameful how quick you are to throw the movement under the bus, claiming that we are ""manipulating"" George Floyd’s TRAGIC AND UNJUST death to defend your racist friend. For the first time in history, racists are being forced to face consequences.",offensiveness detection,5,"0,1,0,0,0","Ann92,Ann671,Ann660,Ann408,Ann707",en,0,test,0.8,0.2,BLM
😍THIS IS SO FUNNY!  😂🤣WATCH <user> MAKE A ASS/DONKEY OUT OF HIMSELF <url>,offensiveness detection,5,"0,0,1,1,1","Ann251,Ann64,Ann569,Ann85,Ann626",en,1,test,0.4,0.6,Elections2020
<user> Sure Camel. When he imposed the travel bans the demoslobs called him xenophobic,offensiveness detection,5,"1,0,1,1,1","Ann485,Ann660,Ann685,Ann202,Ann60",en,1,test,0.2,0.8,Elections2020
FUCK YES!!!!! 🦇  Work From Home with No Pants on continues through December 31st because my state doesn't know how to wear masks and my work is terrified of flu season!!!   Covid fucking sucks but WFH is amazing 🖤  #NoPantsDance #HermitLife #WearAMask <url>,offensiveness detection,5,"0,1,0,0,0","Ann798,Ann772,Ann370,Ann603,Ann12",en,0,test,0.8,0.2,Covid-19
<user> Biden had America's back. He stabbed it.,offensiveness detection,5,"0,0,0,1,0","Ann283,Ann71,Ann789,Ann416,Ann542",en,0,test,0.8,0.2,Elections2020
Now #antifa is attacking BLACK police officers for no reason.,offensiveness detection,5,"0,0,0,0,0","Ann535,Ann329,Ann158,Ann229,Ann236",en,0,test,1.0,0.0,BLM
"<user> <user> WE ARE NO LONGER MAILING OUR BALLOTS. HAND DELIVER! HAND DELIVER! HAND DELIVER! DO IT TODAY, AS THERE ARE FREEZING STORMS ON THE WAY AND WE DON'T WANT DEMOCRATS TO GET SICK! LEAVE THE LINES FOR THE IGNORANT BIGOTS HOW WILL BE IN LINE ON ELECTION DAY!",offensiveness detection,5,"0,1,1,1,1","Ann676,Ann492,Ann683,Ann71,Ann571",en,1,test,0.2,0.8,Elections2020
Expel the cop unions,offensiveness detection,5,"0,1,1,0,0","Ann535,Ann448,Ann398,Ann383,Ann670",en,0,test,0.6,0.4,BLM
"Say their name. Darick Napper, 2015-11-19 #BlackLivesMatter.",offensiveness detection,5,"0,0,0,0,0","Ann111,Ann132,Ann535,Ann206,Ann229",en,0,test,1.0,0.0,BLM
Things that make you go 🤔🤔🤔🤔🤔🤔 RUSSIA? BIDEN? LIBTARDS WHERE'S YOUR OUTRAGE ?!,offensiveness detection,5,"0,1,0,1,1","Ann492,Ann71,Ann206,Ann571,Ann359",en,1,test,0.4,0.6,Elections2020
"Why does the Government Far Left, only pick on the Blacks, when there are so many other races in America?",offensiveness detection,5,"0,1,0,1,0","Ann202,Ann448,Ann535,Ann229,Ann408",en,0,test,0.6,0.4,BLM
i don’t wanna go out ever again jesus y’all clearly don’t give a fuck then want the same people who warned you to feel sorry for you when you or your loved one get covid lmfao,offensiveness detection,5,"1,0,1,1,1","Ann729,Ann594,Ann206,Ann772,Ann189",en,1,test,0.2,0.8,Covid-19
"<user> Joe Biden &amp; the China Communist P,which organised in a strategy to control the USA through Dumping &amp; Debt,&amp; attacks us with fentanyl with the Mexican cartels,the major threat to the USA Sign: <url> #MAGA #LaptopFromHell #COVID19 #China <user> <url>",offensiveness detection,5,"1,0,0,0,0","Ann229,Ann236,Ann21,Ann215,Ann538",en,0,test,0.8,0.2,Elections2020
They should just call this chapter in the history books The Price of White Supremacy and have it just be the number of COVID-19 deaths.,offensiveness detection,5,"1,1,0,1,0","Ann283,Ann484,Ann446,Ann448,Ann162",en,1,test,0.4,0.6,Covid-19
<user> <user> the KKK Racist democrats ride for their white Knight KKK Dementia Joe,offensiveness detection,5,"1,1,1,1,1","Ann688,Ann229,Ann658,Ann236,Ann638",en,1,test,0.0,1.0,Elections2020
L.A. today #BlackLivesMatter  video: <url> <url>,offensiveness detection,5,"0,0,0,0,0","Ann784,Ann614,Ann448,Ann792,Ann299",en,0,test,1.0,0.0,BLM
"You don't care about American lives. All you CAIR about is furthering your infiltrator's agenda of sowing division, hatred, &amp; anti-Semitism, while cheating, lying, stealing, &amp; spewing hateful rhetoric &amp; propoganda. The American people see right through you, zealot. #OustIlhanOmar",offensiveness detection,5,"0,1,1,0,1","Ann448,Ann515,Ann594,Ann152,Ann408",en,1,test,0.4,0.6,Covid-19
"Saying you're white and grew up with a mostly non white population and know what racism is like is NOT HELPFUL and insulting to POC. #dearwhitepeople yes, you can experience discrimination but you haven't been marginalized by systemic racism.  Sit down &amp; listen! #blacklivesmatter",offensiveness detection,5,"1,1,1,0,0","Ann448,Ann670,Ann229,Ann132,Ann535",en,1,test,0.4,0.6,BLM
"Flip Texas Blue!  Vote, your Vote is your Voice! fight for your right to vote, With Your Vote EVICT the GOP Suppressors OUT",offensiveness detection,5,"1,1,0,0,0","Ann631,Ann359,Ann571,Ann771,Ann309",en,0,test,0.6,0.4,Elections2020
"<user> <user> A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.  Just in case you're to stupid amd lazy.. Last part read that nice and carefully. Haha liberals.. Village idiots",offensiveness detection,5,"0,1,1,1,1","Ann660,Ann685,Ann408,Ann60,Ann299",en,1,test,0.2,0.8,Elections2020
"<user> Yes, you lost. Yes, the American people have fired you. But-  YES- you are President until January and there is still a pandemic. START SHOWING UP FOR AMERICANS NOW!! #trump #maga #donaldtrump #usa  #conservative #america #covid #politics #makeamericagreatagain <url>",offensiveness detection,5,"0,1,0,0,0","Ann408,Ann206,Ann12,Ann772,Ann643",en,0,test,0.8,0.2,Covid-19
#DemocratsAreDestroyingAmerica #KAG2020 #BlackLivesMatter are terrorists,offensiveness detection,5,"1,1,0,0,0","Ann283,Ann480,Ann535,Ann383,Ann329",en,0,test,0.6,0.4,BLM
sickest ive ever been in early November. literally thought i was gonna die.,offensiveness detection,5,"0,0,0,0,0","Ann257,Ann515,Ann283,Ann152,Ann252",en,0,test,1.0,0.0,Covid-19
ppl get killed for breathing while being black and this... i’m glad this man isn’t dead but wow,offensiveness detection,5,"0,1,0,0,1","Ann813,Ann398,Ann158,Ann252,Ann448",en,0,test,0.6,0.4,BLM
<user> and <user> - I can not and will not vote for someone who doesn’t fully support our law enforcement officers. You can make any excuse you want but the vast majority of the people want law and order now!,offensiveness detection,5,"0,0,0,0,0","Ann64,Ann71,Ann626,Ann85,Ann283",en,0,test,1.0,0.0,Elections2020
