instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community
535,"""Multiple journals reject major mask study amid hints that it shows masks don't stop COVID <url> via <user> 'Lancet spokeswoman Jessica Kleyn told Just the News that the journal """"does not comment on papers it has not published.' #covidiots""",offensiveness detection,5,en,0,test,1.0,0.0,Covid-19,0,515,"""multiple journals reject major mask study amid hints that it shows masks do not stop covid via 'lancet spokeswoman jessica kleyn told just the news that the journal """"does not comment on papers it has not published.' #covidiots""",covid-19,3
543,<user> <user> Nothing scarier than a Communist.,offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,1,60,nothing scarier than a communist.,elections2020,3
550,<user> Go back to your basement Biden!!!!You are NOT going to be president!!! Trump 2020 MAGA &amp; freedom!!!!,offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,21,go back to your basement biden!!!!you are not going to be president!!! trump 2020 maga & freedom!!!!,elections2020,3
555,Treason by TRAITORS,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,1,60,treason by traitors,elections2020,3
556,"<user> Umm...you will still be President for Thanksgiving and Christmas.   And we ALREADY MISSED graduations weddings,  fourth of July and FUNERALS.   This is currently YOUR PRESIDENCY.   #VoteHimOut2020  #VoteBiden",offensiveness detection,5,en,0,test,1.0,0.0,Elections2020,0,546,"umm...you will still be president for thanksgiving and christmas. and we already missed graduations weddings, fourth of july and funerals. this is currently your presidency. #votehimout2020 #votebiden",elections2020,3
561,<user> <user> <user> <user> Making America the laughing stock of the world.  Coarsening politics with his petty and absurd name calling and temper tantrums.  Lying to the American people daily.  Intentionally lying about the lethality of Covid-19. In his own words. It’s on tape.  And so much more.,offensiveness detection,5,en,0,test,1.0,0.0,Covid-19,0,515,making america the laughing stock of the world. coarsening politics with his petty and absurd name calling and temper tantrums. lying to the american people daily. intentionally lying about the lethality of covid-19. in his own words. it is on tape. and so much more.,covid-19,3
565,"<user> <user> <user> The thing is, polls don’t mean shit - polling works on ""likely voters who voted in 2016 &amp; 2012"" It doesn’t take into account new voter registration - of which Dems are outstripping Reps almost 2-1 in every state",offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,272,"the thing is, polls do not mean shit - polling works on ""likely voters who voted in 2016 & 2012"" it does not take into account new voter registration - of which dems are outstripping reps almost 2-1 in every state",elections2020,3
570,<user> <user> <user> All lies....these are anarchists looking for a fight....antifa...&amp; immature soy boy man-bun wearing brats....who just want to start trouble &amp; who will be destroying minority communities just because....it has NOTHING to do with George Floyd.  But you already know this...,offensiveness detection,5,en,0,test,0.6,0.4,BLM,1,546,all lies....these are anarchists looking for a fight....antifa...& immature soy boy man-bun wearing brats....who just want to start trouble & who will be destroying minority communities just because....it has nothing to do with george floyd. but you already know this...,blm,3
580,<user> <user> <user> <user> That’s a ridiculous statement.,offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,1,60,that is a ridiculous statement.,elections2020,3
581,Manger said she put one lady out talking about she probably already had #COVID19  Ppl are so selfish,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,0,21,manger said she put one lady out talking about she probably already had #covid19 people are so selfish,covid-19,3
581,Manger said she put one lady out talking about she probably already had #COVID19  Ppl are so selfish,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,1,515,manger said she put one lady out talking about she probably already had #covid19 people are so selfish,covid-19,3
601,"<user> #COVID19 sellout. Wow, and you are proud of killing #Americans! #TraitorTrump",offensiveness detection,5,en,1,test,0.4,0.6,Covid-19,1,515,"#covid19 sellout. wow, and you are proud of killing #americans! #traitortrump",covid-19,3
602,"<user> First they are rapists and criminals, now they are carrying the Coronavirus. YOU STUPID FUCK!",offensiveness detection,5,en,1,test,0.0,1.0,Covid-19,1,515,"first they are rapists and criminals, now they are carrying the coronavirus. you stupid fuck!",covid-19,3
610,The distribution of wealth is the real issue in this country and it has been for decades. Change my mind. #protests2020 #DontVote #richvspoor  #wearefucked #pickourowncandidate #EpsteinDidntKillHimself #illuminatiisreal,offensiveness detection,5,en,0,test,0.6,0.4,BLM,1,64,the distribution of wealth is the real issue in this country and it has been for decades. change my mind. #protests2020 #dontvote #richvspoor #wearefucked #pickourowncandidate #epsteindidntkillhimself #illuminatiisreal,blm,3
615,<user> Preach it loud JOE,offensiveness detection,5,en,0,test,1.0,0.0,Elections2020,0,165,preach it loud joe,elections2020,3
615,<user> Preach it loud JOE,offensiveness detection,5,en,0,test,1.0,0.0,Elections2020,0,64,preach it loud joe,elections2020,3
627,<user> All these morons should have to sign documents declining medical help for COVID complications. I don't care if they die. That's Darwinism. I worry about the others that they put at risk with their stupidity.,offensiveness detection,5,en,1,test,0.2,0.8,Covid-19,1,384,all these morons should have to sign documents declining medical help for covid complications. i do not care if they die. that is darwinism. i worry about the others that they put at risk with their stupidity.,covid-19,3
637,KNEEING THE VICTIM'S THROAT IS A COLD BLOODED INTENTION TO MURDER EVEN AFTER VICTIM CHOKED FOR BREATH...HE DIDN'T REDUCE KNEE PRESSURE.  THIS POLICEMAN SHOULD BE KNEED TO DEATH SO HE FEELS EVERY HORRIBLE MOMENT OF FACING PAINFUL DEATH,offensiveness detection,5,en,0,test,0.6,0.4,BLM,0,21,kneeing the victim's throat is a cold blooded intention to murder even after victim choked for breath...he did not reduce knee pressure. this policeman should be kneed to death so he feels every horrible moment of facing painful death,blm,3
638,Simply a horrible interview on GMA with Navarro. How do you let him do this George? Journalistic malpractice! <url>,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,0,21,simply a horrible interview on gma with navarro. how do you let him do this george? journalistic malpractice!,covid-19,3
638,Simply a horrible interview on GMA with Navarro. How do you let him do this George? Journalistic malpractice! <url>,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,0,515,simply a horrible interview on gma with navarro. how do you let him do this george? journalistic malpractice!,covid-19,3
641,And Dianne Feinstein! It's not time to be Partisan here. Clean the entire House and oust all these Motherfuckers!,offensiveness detection,5,en,1,test,0.2,0.8,Covid-19,1,515,and dianne feinstein! it is not time to be partisan here. clean the entire house and oust all these motherfuckers!,covid-19,3
651,C'mon man! Do you see this? It's #JoeWired you just can't trust the Democrats whatsoever. #Trump2020 #MAGA,offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,21,c'mon man! do you see this? it is #joewired you just cannot trust the democrats whatsoever. #trump2020 #maga,elections2020,3
654,"""RT <user> BREAKING—President Trump's Friday fever was """"Quite High"""" (CNN).   ➡️ Always assume WH downplayed the coronavirus. #coronavirus #KarmaIsABitch #foxandfriends #foxnews #tcot #tlot #GOP""",offensiveness detection,5,en,1,test,0.2,0.8,Covid-19,1,515,"""rt breaking—president trump's friday fever was """"quite high"""" (cnn). :right_arrow: always assume wh downplayed the coronavirus. #coronavirus #karmaisabitch #foxandfriends #foxnews #tcot #tlot #gop""",covid-19,3
655,"Jesus, the inferior MAGA species here believes the guest is wearing that mask for COVID protection.  He's wearing it to make a point.   <user>",offensiveness detection,5,en,1,test,0.4,0.6,Covid-19,1,515,"jesus, the inferior maga species here believes the guest is wearing that mask for covid protection. he is wearing it to make a point.",covid-19,3
658,"<user> find these emails and give them to the internet. 600,000 EMAILS ABOUT CHILD SEX TRAFFICKING ARE IN THIS BITCH'S LAPTOP <url>",offensiveness detection,5,en,1,test,0.0,1.0,BLM,1,64,"find these emails and give them to the internet. 600,000 emails about child sex trafficking are in this bitch's laptop",blm,3
665,#Anonymous hacked another website! <url> is offline now! <url>,offensiveness detection,5,en,0,test,0.8,0.2,BLM,1,64,#anonymous hacked another website! is offline now!,blm,3
670,"<user> <user> <user> must FIRE <user> 4 praising the violent fascistic actions of #CultOfTrump #Brown👔s  attacking <user> <user> campaign bus &amp; trying 2 run it off the road. That is criminal behavior, full🛑! #FireJeaninePirro #VoteBidenHarrisToSaveAmerica",offensiveness detection,5,en,1,test,0.2,0.8,Elections2020,1,60,"must fire 4 praising the violent fascistic actions of #cultoftrump #brown:necktie:s attacking campaign bus & trying 2 run it off the road. that is criminal behavior, full:stop_sign:! #firejeaninepirro #votebidenharristosaveamerica",elections2020,3
678,A federal judge ordered Treasury Secretary Steven Mnuchin to distribute hundreds of millions of dollars in delayed COVID-19 relief to Native American tribes. <url> via  <user>,offensiveness detection,5,en,0,test,1.0,0.0,Covid-19,0,515,a federal judge ordered treasury secretary steven mnuchin to distribute hundreds of millions of dollars in delayed covid-19 relief to native american tribes. via,covid-19,3
679,<user> I hope not! You’re a Loser!,offensiveness detection,5,en,1,test,0.0,1.0,Elections2020,1,64,i hope not! you are a loser!,elections2020,3
693,"Far left Far Right ? Far right Far left ? Extreme , Extremists Oh I forget to say ...So Extreme ? Your Extremely annoying doll &amp; your boring me too the Extreme 😴 <user> bores me that it’s curing my menopausal insomnia <user> 🥴 <user> she’s nearly as extreme 🤡",offensiveness detection,5,en,1,test,0.4,0.6,BLM,1,546,"far left far right ? far right far left ? extreme , extremists oh i forget to say ...so extreme ? your extremely annoying doll & your boring me too the extreme :sleeping_face: bores me that it is curing my menopausal insomnia :woozy_face: she is nearly as extreme :clown_face:",blm,3
695,"No matter what the results of the election are, we definitely know this TRUMP won't stop Worshipping Big Black Cock   #Trump2020 #BidenHarris2020 #ElectionDay #Elections2020 #BBC #snowbunny #hotwife #QOS #bigblackcock #bbcslut #cuckold #blackisbetter #blackcockaddict  #BNWO <url>",offensiveness detection,5,en,1,test,0.0,1.0,Elections2020,1,272,"no matter what the results of the election are, we definitely know this trump will not stop worshipping big black cock #trump2020 #bidenharris2020 #electionday #elections2020 #bbc #snowbunny #hotwife #qos #bigblackcock #bbcslut #cuckold #blackisbetter #blackcockaddict #bnwo",elections2020,3
